gene_id	degree	weakly_connected	gene_name_lnctard	gene_name_corrected	gene_type_lnctard	gene_type_corrected
ENSG00000231908	3	True	IDH1-AS1	IDH1-AS1	lncRNA	lncRNA
ENSG00000186350	3	True	RXRA	RXRA	transcription_factor	transcription_factor
ENSG00000100307	3	True	CBX7	CBX7	protein_coding	protein_coding
ENSG00000158402	3	True	CDC25C	CDC25C	protein_coding	protein_coding
ENSG00000154764	3	True	WNT7A	WNT7A	protein_coding	protein_coding
ENSG00000236467	3	True	KCNMA1-AS1	KCNMA1-AS1	lncRNA	lncRNA
ENSG00000107796	3	True	ACTA2	ACTA2	protein_coding	protein_coding
ENSG00000225205	3	True	AC093818.1	PDK1-AS1	lncRNA	lncRNA
ENSG00000255364	3	True	SMILR	SMILR	lncRNA	lncRNA
NCBI100302740	3	True	FAS-AS1	FAS-AS1	lncRNA	lncRNA
	3	True	91H		lncRNA	
ENSG00000231768	3	True	LINC01354	LINC01354	lncRNA	lncRNA
ENSG00000169016	3	True	E2F6	E2F6	transcription_factor	transcription_factor
ENSG00000074800	3	True	ENO1	ENO1	protein_coding	protein_coding
ENSG00000232352	3	True	SEMA3B-AS1	SEMA3B-AS1	lncRNA	lncRNA
ENSG00000176170	3	True	SPHK1	SPHK1	protein_coding	protein_coding
ENSG00000249945	3	True	RP11-598D14.1	ENSG00000249945	lncRNA	lncRNA
ENSG00000240280	3	True	TCAM1P-004	TCAM1P	lncRNA	transcribed_unitary_pseudogene
NCBI146880	3	True	ARHGAP27P1	ARHGAP27P1	lncRNA	processed_pseudogene
ENSG00000226031	3	True	FGF13-AS1	FGF13-AS1	lncRNA	lncRNA
ENSG00000185186	3	True	Linc-00313	LINC00313	lncRNA	lncRNA
NCBI107986962	3	True	BX357664	GRHL2-DT	lncRNA	lncRNA
ENSG00000110693	3	True	SOX6	SOX6	transcription_factor	transcription_factor
ENSG00000130669	3	True	PAK4	PAK4	protein_coding	protein_coding
ENSG00000113742	3	True	CPEB4	CPEB4	protein_coding	protein_coding
ENSG00000132204	3	True	LINC00470	LINC00470	lncRNA	lncRNA
ENSG00000199015	3	True	miR-377-3p	MIR377	miRNA	miRNA
ENSG00000180769	3	True	WDFY3-AS2	WDFY3-AS2	lncRNA	lncRNA
ENSG00000106211	3	True	HSPB1	HSPB1	protein_coding	protein_coding
ENSG00000283242	3	True	miR-384	MIR384	miRNA	miRNA
ENSG00000239445	3	True	ST3GAL6-AS1	ST3GAL6-AS1	lncRNA	lncRNA
ENSG00000164621	3	True	SMAD5-AS1	SMAD5-AS1	lncRNA	lncRNA
ENSG00000180769	3	True	WDFY3-AS2	WDFY3-AS2	lncRNA	lncRNA
ENSG00000272695	3	True	GAS6-DT	GAS6-DT	lncRNA	lncRNA
ENSG00000236537	3	True	RP11-732M18.3		lncRNA	
ENSG00000139318	3	True	DUSP6	DUSP6	protein_coding	protein_coding
ENSG00000013573	3	True	DDX11	DDX11	protein_coding	protein_coding
ENSG00000196092	3	True	PAX5	PAX5	transcription_factor	transcription_factor
ENSG00000135100	3	True	HNF1A	HNF1A	transcription_factor	transcription_factor
ENSG00000234665	3	True	LERFS	LERFS	lncRNA	lncRNA
ENSG00000227954	3	True	TARID	TARID	lncRNA	lncRNA
ENSG00000037965	3	True	HOXC8	HOXC8	transcription_factor	transcription_factor
ENSG00000135100	3	True	HNF1A	HNF1A	protein_coding	protein_coding
ENSG00000207614	3	True	miR-193a-3p	MIR193A	miRNA	miRNA
ENSG00000272808	3	True	GCAWKR	GCAWKR	lncRNA	lncRNA
	3	True	Uc003xsl.1		lncRNA	
NCBI80215	3	True	RUNX1-IT1	RUNX1-IT1	lncRNA	lncRNA
ENSG00000013573	3	True	DDX11	DDX11	lncRNA	protein_coding
ENSG00000100393	3	True	EP300	EP300	protein_coding	protein_coding
ENSG00000130513	3	True	GDF15	GDF15	protein_coding	protein_coding
ENSG00000034713	3	True	GABARAPL2	GABARAPL2	lncRNA	protein_coding
ENSG00000160716	3	True	CHRNB2	CHRNB2	lncRNA	protein_coding
	3	True	CamK-A		lncRNA	
ENSG00000120833	3	True	SOCS2	SOCS2	protein_coding	protein_coding
ENSG00000224614	3	True	TNK2-AS1	TNK2-AS1	lncRNA	lncRNA
ENSG00000226674	3	True	TEX41	TEX41	lncRNA	lncRNA
	3	True	PPM1A-AS		lncRNA	
ENSG00000115963	3	True	RND3	RND3	protein_coding	protein_coding
ENSG00000131203	3	True	IDO1	IDO1	protein_coding	protein_coding
ENSG00000177133	3	True	PRDM16-DT	PRDM16-DT	lncRNA	lncRNA
ENSG00000157554	3	True	ERG	ERG	transcription_factor	transcription_factor
ENSG00000284179	3	True	miR-7	MIR7-1	miRNA	miRNA
ENSG00000139372	3	True	TDG	TDG	protein_coding	protein_coding
ENSG00000207587	3	True	NONHSAT113026	MIR544A	lncRNA	miRNA
ENSG00000225880	3	True	LINC00115	LINC00115	lncRNA	lncRNA
ENSG00000204305	3	True	AGER	AGER	protein_coding	protein_coding
	3	True	OECC		lncRNA	
ENSG00000175197	3	True	DDIT3	DDIT3	transcription_factor	transcription_factor
	3	True	HBX		protein_coding	
ENSG00000119508	3	True	NR4A3	NR4A3	transcription_factor	transcription_factor
ENSG00000119147	3	True	ECRG4	ECRG4	protein_coding	protein_coding
ENSG00000186416	3	True	NKRF	NKRF	protein_coding	protein_coding
ENSG00000186416	3	True	NKRF	NKRF	lncRNA	protein_coding
ENSG00000119314	3	True	PTBP3	PTBP3	protein_coding	protein_coding
ENSG00000119147	3	True	ECRG4	ECRG4	lncRNA	protein_coding
ENSG00000169429	3	True	CXCL8	CXCL8	protein_coding	protein_coding
ENSG00000269858	3	True	EGLN2	EGLN2	protein_coding	protein_coding
ENSG00000280924	3	True	LINC00628	LINC00628	lncRNA	lncRNA
ENSG00000284032	3	True	miR-29a	MIR29A	miRNA	miRNA
ENSG00000199030	3	True	let-7c	MIRLET7C	miRNA	miRNA
ENSG00000199030	3	True	let-7c	MIRLET7C	miRNA	miRNA
ENSG00000120129	3	True	DUSP1	DUSP1	protein_coding	protein_coding
ENSG00000116016	3	True	EPAS1	EPAS1	protein_coding	protein_coding
	3	True	AZIN2-sv		lncRNA	
ENSG00000204949	3	True	FAM83A-AS1	FAM83A-AS1	lncRNA	lncRNA
ENSG00000003756	3	True	RBM5	RBM5	protein_coding	protein_coding
ENSG00000082701	3	True	GSK-3beta	GSK3B	protein_coding	protein_coding
ENSG00000101945	3	True	SUV39H1	SUV39H1	lncRNA	protein_coding
ENSG00000118058	3	True	MLL1	KMT2A	protein_coding	protein_coding
ENSG00000196586	3	True	MYO6	MYO6	protein_coding	protein_coding
ENSG00000170525	3	True	PFKFB3	PFKFB3	protein_coding	protein_coding
ENSG00000254560	3	True	BBOX1-AS1	BBOX1-AS1	lncRNA	lncRNA
ENSG00000202569	3	True	miR-146b-5p	MIR146B	miRNA	miRNA
ENSG00000134853	3	True	PDGFRA	PDGFRA	protein_coding	protein_coding
ENSG00000040199	3	True	PHLPP2	PHLPP2	protein_coding	protein_coding
ENSG00000180867	3	True	PDIA3P1	PDIA3P1	lncRNA	transcribed_processed_pseudogene
	3	True	ENST00113		lncRNA	
ENSG00000185904	3	True	LINC00839	LINC00839	lncRNA	lncRNA
ENSG00000145506	3	True	NKD2	NKD2	protein_coding	protein_coding
ENSG00000101945	3	True	SUV39H1	SUV39H1	protein_coding	protein_coding
ENSG00000164683	3	True	HEY1	HEY1	transcription_factor	transcription_factor
ENSG00000128573	3	True	FOXP2	FOXP2	transcription_factor	transcription_factor
ENSG00000126581	3	True	Beclin-1	BECN1	protein_coding	protein_coding
NCBI103611090	3	True	CDR1-AS	CDR1-AS	circRNA	lncRNA
ENSG00000207757	3	True	miR-93	MIR93	miRNA	miRNA
ENSG00000238113	3	True	LINC01410	LINC01410	lncRNA	lncRNA
	3	True	miR-200		miRNA	
ENSG00000100462	3	True	PRMT5	PRMT5	protein_coding	protein_coding
ENSG00000164885	3	True	CDK5	CDK5	protein_coding	protein_coding
	3	True	TERRA		protein_coding	
ENSG00000207614	3	True	miR-193a	MIR193A	miRNA	miRNA
ENSG00000164107	3	True	HAND2	HAND2	transcription_factor	transcription_factor
ENSG00000234498	3	True	RPL13AP20	RPL13AP20	lncRNA	processed_pseudogene
ENSG00000283819	3	True	miR-144-3p	MIR144	miRNA	miRNA
ENSG00000157404	3	True	KIT	KIT	protein_coding	protein_coding
ENSG00000122566	3	True	HNRNPA2B1	HNRNPA2B1	protein_coding	protein_coding
ENSG00000103257	3	True	SLC7A5	SLC7A5	protein_coding	protein_coding
ENSG00000160179	3	True	ABCG1	ABCG1	protein_coding	protein_coding
ENSG00000225205	3	True	LncIHAT	PDK1-AS1	lncRNA	lncRNA
ENSG00000283871	3	True	miR-130b	MIR130B	miRNA	miRNA
ENSG00000117632	3	True	STMN1	STMN1	protein_coding	protein_coding
ENSG00000176046	3	True	NUPR1	NUPR1	protein_coding	protein_coding
ENSG00000259284	3	True	LINC02349	LINC02349	lncRNA	lncRNA
ENSG00000255652	3	True	lncRNA-p3134	LINC02963	circRNA	lncRNA
ENSG00000101197	3	True	BIRC7	BIRC7	protein_coding	protein_coding
ENSG00000207757	3	True	miR-93	MIR93	miRNA	miRNA
ENSG00000265369	3	True	PCAT18	PCAT18	lncRNA	lncRNA
ENSG00000187621	3	True	TCL6	TCL6	lncRNA	lncRNA
ENSG00000233117	3	True	LINC00702	LINC00702	lncRNA	lncRNA
ENSG00000142208	3	True	p-Akt	AKT1	protein_coding	protein_coding
	3	True	RP11-670E13.6		lncRNA	
ENSG00000113389	3	True	NPR3	NPR3	protein_coding	protein_coding
ENSG00000103769	3	True	RAB11A	RAB11A	protein_coding	protein_coding
ENSG00000266010	3	True	GATA6-AS	GATA6-AS1	lncRNA	lncRNA
ENSG00000207654	3	True	miR-128-3p	MIR128-1	miRNA	miRNA
ENSG00000284027	3	True	miR-497-5p	MIR497	miRNA	miRNA
ENSG00000183018	3	True	SPNS2	SPNS2	protein_coding	protein_coding
ENSG00000176697	3	True	BDNF	BDNF	protein_coding	protein_coding
ENSG00000224958	3	True	PGM5-AS1	PGM5-AS1	lncRNA	lncRNA
ENSG00000283170	3	True	miR-382-5p	MIR382	miRNA	miRNA
ENSG00000160211	3	True	G6PD	G6PD	protein_coding	protein_coding
ENSG00000169019	3	True	COMMD8	COMMD8	protein_coding	protein_coding
ENSG00000188906	3	True	LRRK2	LRRK2	protein_coding	protein_coding
ENSG00000121858	3	True	TNFSF10	TNFSF10	protein_coding	protein_coding
ENSG00000121858	3	True	TNFSF10	TNFSF10	lncRNA	protein_coding
ENSG00000113721	3	True	PDGFRB	PDGFRB	protein_coding	protein_coding
ENSG00000260898	3	True	ADPGK-AS1	ADPGK-AS1	lncRNA	lncRNA
ENSG00000147257	3	True	GPC3	GPC3	protein_coding	protein_coding
ENSG00000227188	3	True	MGAT3-AS1	MGAT3-AS1	lncRNA	lncRNA
	3	True	u50535		lncRNA	
ENSG00000169245	3	True	CXCL10	CXCL10	protein_coding	protein_coding
ENSG00000258399	3	True	MEG8	MIR493HG	lncRNA	lncRNA
ENSG00000185499	3	True	MUC1	MUC1	protein_coding	protein_coding
ENSG00000231160	3	True	KLF3-AS1	KLF3-AS1	lncRNA	lncRNA
ENSG00000214039	3	True	LINC02418	LINC02418	lncRNA	lncRNA
ENSG00000182752	3	True	PAPPA	PAPPA	protein_coding	protein_coding
ENSG00000119042	3	True	SATB2	SATB2	transcription_factor	transcription_factor
ENSG00000127314	3	True	RAP1B	RAP1B	protein_coding	protein_coding
ENSG00000227674	3	True	LINC00355	LINC00355	lncRNA	lncRNA
ENSG00000207782	3	True	miR-150-5p	MIR150	miRNA	miRNA
ENSG00000260944	3	True	FOXC2-AS1	FOXC2-AS1	lncRNA	lncRNA
ENSG00000099942	3	True	CRKL	CRKL	protein_coding	protein_coding
ENSG00000137273	3	True	FOXF2	FOXF2	transcription_factor	transcription_factor
ENSG00000204832	3	True	ST8SIA6-AS1	ST8SIA6-AS1	lncRNA	lncRNA
	3	True	NLUCAT1		lncRNA	
ENSG00000134245	3	True	WNT2B	WNT2B	protein_coding	protein_coding
ENSG00000132356	3	True	PRKAA1	PRKAA1	protein_coding	protein_coding
ENSG00000107485	3	True	GATA3	GATA3	transcription_factor	transcription_factor
ENSG00000207563	3	True	miR-23b-3p	MIR23B	miRNA	miRNA
ENSG00000255198	3	True	SNHG9	SNHG9	lncRNA	lncRNA
ENSG00000235280	3	True	MCF2L-AS1	MCF2L-AS1	lncRNA	lncRNA
ENSG00000284032	3	True	miR-29a-3p	MIR29A	miRNA	miRNA
ENSG00000108518	3	True	PFN1	PFN1	protein_coding	protein_coding
ENSG00000224209	3	True	LINC00466	LINC00466	lncRNA	lncRNA
ENSG00000254166	3	True	CASC19	CASC19	lncRNA	lncRNA
ENSG00000211520	3	True	miR-216b	MIR216B	miRNA	miRNA
ENSG00000180357	3	True	CircZNF609	ZNF609	circRNA	protein_coding
ENSG00000257621	3	True	PSMA3-AS1	PSMA3-AS1	lncRNA	lncRNA
ENSG00000207731	3	True	miR-506	MIR506	miRNA	miRNA
ENSG00000089685	3	True	BIRC5	BIRC5	protein_coding	protein_coding
ENSG00000170677	3	True	SOCS6	SOCS6	protein_coding	protein_coding
	3	True	TERRA		lncRNA	
ENSG00000284485	3	True	miR-205	MIR205	miRNA	miRNA
ENSG00000231806	3	True	PCAT7	PCAT7	lncRNA	lncRNA
ENSG00000207947	3	True	miR-152	MIR152	miRNA	miRNA
ENSG00000199165	3	True	let-7a	MIRLET7A1	miRNA	miRNA
ENSG00000178951	3	True	ZBTB7A	ZBTB7A	transcription_factor	transcription_factor
ENSG00000082641	3	True	NFE2L1	NFE2L1	transcription_factor	transcription_factor
ENSG00000102349	3	True	KLF8	KLF8	transcription_factor	transcription_factor
ENSG00000087586	3	True	AURKA	AURKA	protein_coding	protein_coding
	3	True	snaR		lncRNA	
	3	True	AK094457		lncRNA	
ENSG00000213341	3	True	CHUK	CHUK	protein_coding	protein_coding
ENSG00000208036	2	True	miR-106b	MIR106B	miRNA	miRNA
	2	True	EPEL		lncRNA	
ENSG00000234722	2	True	LINC01287	LINC01287	lncRNA	lncRNA
ENSG00000284038	2	True	miR-10a	MIR10A	miRNA	miRNA
ENSG00000243960	2	True	RP11-552M11.4	ENSG00000243960	lncRNA	lncRNA
ENSG00000225391	2	True	NHEG1	NHEG1	lncRNA	lncRNA
ENSG00000104671	2	True	DCTN6	DCTN6	protein_coding	protein_coding
ENSG00000204860	2	True	FAM201A	FAM201A	lncRNA	lncRNA
ENSG00000165409	2	True	TSHR	TSHR	protein_coding	protein_coding
ENSG00000134852	2	True	CLOCK	CLOCK	transcription_factor	transcription_factor
ENSG00000199017	2	True	miR-1	MIR1-1	miRNA	miRNA
ENSG00000233140	2	True	PSMB8-AS1	PSMB8-AS1	lncRNA	lncRNA
ENSG00000161011	2	True	SQSTM1	SQSTM1	protein_coding	protein_coding
	2	True	CACS15		lncRNA	
ENSG00000283824	2	True	miR-22-3p	MIR22	miRNA	miRNA
ENSG00000183779	2	True	ZNF703	ZNF703	protein_coding	protein_coding
	2	True	miR-200s		miRNA	
ENSG00000162599	2	True	NFIA	NFIA	transcription_factor	transcription_factor
ENSG00000142731	2	True	PLK4	PLK4	protein_coding	protein_coding
NCBI104940698	2	True	DALIR	DALIR	lncRNA	lncRNA
ENSG00000127318	2	True	IL22	IL22	protein_coding	protein_coding
ENSG00000207947	2	True	miR-152-3p	MIR152	miRNA	miRNA
ENSG00000126775	2	True	ATG14	ATG14	protein_coding	protein_coding
	2	True	lnc-bc060912		lncRNA	
ENSG00000005073	2	True	HOXA11	HOXA11	transcription_factor	transcription_factor
ENSG00000145386	2	True	Cyclin A	CCNA2	protein_coding	protein_coding
ENSG00000175305	2	True	CCNE2	CCNE2	protein_coding	protein_coding
ENSG00000048649	2	True	RSF1	RSF1	protein_coding	protein_coding
	2	True	PBB12		lncRNA	
ENSG00000196154	2	True	S100A4	S100A4	protein_coding	protein_coding
ENSG00000073756	2	True	PTGS2	PTGS2	protein_coding	protein_coding
ENSG00000118257	2	True	NRP2	NRP2	protein_coding	protein_coding
ENSG00000249917	2	True	LINC00536	LINC00536	lncRNA	lncRNA
ENSG00000068903	2	True	SIRT2	SIRT2	protein_coding	protein_coding
ENSG00000284565	2	True	miR-451a	MIR451A	miRNA	miRNA
ENSG00000087095	2	True	NLK	NLK	protein_coding	protein_coding
ENSG00000164692	2	True	COL1A2	COL1A2	protein_coding	protein_coding
ENSG00000270647	2	True	TAF15	TAF15	protein_coding	protein_coding
ENSG00000208008	2	True	miR-125a-5p	MIR125A	miRNA	miRNA
ENSG00000207994	2	True	miR-100	MIR100	miRNA	miRNA
ENSG00000182979	2	True	MTA1	MTA1	transcription_factor	transcription_factor
ENSG00000171223	2	True	JUNB	JUNB	transcription_factor	transcription_factor
ENSG00000169710	2	True	FASN	FASN	protein_coding	protein_coding
ENSG00000281131	2	True	SCHLAP1	SCHLAP1	lncRNA	lncRNA
ENSG00000207942	2	True	miR-136	MIR136	miRNA	miRNA
ENSG00000208008	2	True	miR-125a	MIR125A	miRNA	miRNA
ENSG00000178999	2	True	AURKB	AURKB	protein_coding	protein_coding
ENSG00000283762	2	True	miR-20a	MIR20A	miRNA	miRNA
ENSG00000156273	2	True	BACH1	BACH1	transcription_factor	transcription_factor
ENSG00000156076	2	True	WIF1	WIF1	protein_coding	protein_coding
ENSG00000106366	2	True	SERPINE1	SERPINE1	protein_coding	protein_coding
ENSG00000125347	2	True	IRF1	IRF1	transcription_factor	transcription_factor
ENSG00000065361	2	True	ERBB3	ERBB3	protein_coding	protein_coding
	2	True	PI4P		protein_coding	
ENSG00000207994	2	True	miR-100	MIR100	miRNA	miRNA
ENSG00000260386	2	True	LDC1P	LDC1P	lncRNA	transcribed_unitary_pseudogene
ENSG00000276043	2	True	UHRF1	UHRF1	protein_coding	protein_coding
ENSG00000002330	2	True	BAD	BAD	protein_coding	protein_coding
	2	True	AK027294		lncRNA	
ENSG00000088992	2	True	TESC	TESC	protein_coding	protein_coding
ENSG00000199161	2	True	miR-126-5p	MIR126	miRNA	miRNA
ENSG00000163235	2	True	TGFA	TGFA	protein_coding	protein_coding
ENSG00000284157	2	True	miR-106a-5p	MIR106A	miRNA	miRNA
ENSG00000086504	2	True	MRPL28	MRPL28	protein_coding	protein_coding
	2	True	LNCDQ		lncRNA	
ENSG00000183072	2	True	NKX2-5	NKX2-5	transcription_factor	transcription_factor
ENSG00000213671	2	True	OLA1P2	OLA1P2	lncRNA	processed_pseudogene
ENSG00000207548	2	True	miR-217	MIR217	miRNA	miRNA
ENSG00000185236	2	True	RAB11B	RAB11B	protein_coding	protein_coding
ENSG00000064012	2	True	CASP8	CASP8	protein_coding	protein_coding
ENSG00000070950	2	True	RAD18	RAD18	protein_coding	protein_coding
ENSG00000176171	2	True	BNIP3	BNIP3	protein_coding	protein_coding
	2	True	MTA2TR		lncRNA	
ENSG00000207611	2	True	miR-149-5p	MIR149	miRNA	miRNA
ENSG00000156103	2	True	MMP16	MMP16	protein_coding	protein_coding
ENSG00000281332	2	True	LINC00997	LINC00997	lncRNA	lncRNA
ENSG00000199158	2	True	miR-96	MIR96	miRNA	miRNA
ENSG00000207607	2	True	miR-200a-3p	MIR200A	miRNA	miRNA
ENSG00000261713	2	True	SSTR5-AS1	SSTR5-AS1	lncRNA	lncRNA
ENSG00000198799	2	True	LRIG2	LRIG2	protein_coding	protein_coding
ENSG00000033327	2	True	GAB2	GAB2	protein_coding	protein_coding
ENSG00000135423	2	True	GLS2	GLS2	protein_coding	protein_coding
ENSG00000140285	2	True	FGF7	FGF7	protein_coding	protein_coding
ENSG00000284520	2	True	let-7b	MIRLET7B	miRNA	miRNA
ENSG00000244300	2	True	GATA2-AS1	GATA2-AS1	lncRNA	lncRNA
ENSG00000280832	2	True	GSEC	GSEC	lncRNA	lncRNA
ENSG00000103241	2	True	FOXF1	FOXF1	transcription_factor	transcription_factor
ENSG00000284520	2	True	let-7b	MIRLET7B	miRNA	miRNA
ENSG00000185920	2	True	PTCH1	PTCH1	protein_coding	protein_coding
ENSG00000271127	2	True	LL22NC03-N64E9.1	ENSG00000271127	lncRNA	transcribed_unprocessed_pseudogene
ENSG00000161547	2	True	SRSF2	SRSF2	protein_coding	protein_coding
ENSG00000080824	2	True	HSP90AA1	HSP90AA1	protein_coding	protein_coding
	2	True	AC132217.4		lncRNA	
ENSG00000115934	2	True	lnc-Sox5	LINC02566	lncRNA	lncRNA
ENSG00000182165	2	True	TP53TG1	TP53TG1	lncRNA	lncRNA
ENSG00000007372	2	True	PAX6	PAX6	transcription_factor	transcription_factor
ENSG00000283815	2	True	miR-18a	MIR18A	miRNA	miRNA
ENSG00000245954	2	True	LINC02273	LINC02273	lncRNA	lncRNA
	2	True	lncAPP		lncRNA	
ENSG00000250451	2	True	HOXC-AS1	HOXC-AS1	lncRNA	lncRNA
ENSG00000122779	2	True	TRIM24	TRIM24	protein_coding	protein_coding
ENSG00000104415	2	True	CCN4	CCN4	protein_coding	protein_coding
ENSG00000237523	2	True	LINC00857	LINC00857	lncRNA	lncRNA
ENSG00000182568	2	True	SATB1	SATB1	transcription_factor	transcription_factor
ENSG00000224137	2	True	LINC01857	LINC01857	lncRNA	lncRNA
ENSG00000207721	2	True	MIR186	MIR186	miRNA	miRNA
ENSG00000101017	2	True	p50	CD40	protein_coding	protein_coding
ENSG00000230390	2	True	LINC01048	LINC01048	lncRNA	lncRNA
ENSG00000256276	2	True	RP5-916L7.2		lncRNA	
ENSG00000208017	2	True	miR-140-3p	MIR140	miRNA	miRNA
ENSG00000211574	2	True	miR-770-5p	MIR770	miRNA	miRNA
ENSG00000197251	2	True	LINC00336	LINC00336	lncRNA	lncRNA
	2	True	LL22NC03-N64E9.1		lncRNA	
ENSG00000232093	2	True	DCST1-AS1	DCST1-AS1	lncRNA	lncRNA
ENSG00000198901	2	True	PRC1	PRC1	protein_coding	protein_coding
ENSG00000172115	2	True	CYCS	CYCS	protein_coding	protein_coding
ENSG00000164342	2	True	TLR3	TLR3	protein_coding	protein_coding
ENSG00000257569	2	True	GSTP1P1	GSTP1P1	lncRNA	processed_pseudogene
ENSG00000253414	2	True	LINC01605	LINC01605	lncRNA	lncRNA
ENSG00000101084	2	True	RAB5IF	RAB5IF	lncRNA	protein_coding
ENSG00000226416	2	True	MRPL23-AS1	MRPL23-AS1	lncRNA	lncRNA
ENSG00000106772	2	True	PRUNE2	PRUNE2	protein_coding	protein_coding
ENSG00000267080	2	True	ASB16-AS1	ASB16-AS1	lncRNA	lncRNA
ENSG00000105647	2	True	PIK3R2	PIK3R2	protein_coding	protein_coding
ENSG00000235026	2	True	DPP10-AS1	DPP10-AS1	lncRNA	lncRNA
ENSG00000101460	2	True	MAP1LC3A	MAP1LC3A	protein_coding	protein_coding
ENSG00000199161	2	True	miR-126-3p	MIR126	miRNA	miRNA
ENSG00000173391	2	True	OLR1	OLR1	protein_coding	protein_coding
ENSG00000285711	2	True	LINC02835	LINC02835	lncRNA	lncRNA
ENSG00000281691	2	True	RBM5-AS1	RBM5-AS1	lncRNA	lncRNA
ENSG00000136634	2	True	IL10	IL10	protein_coding	protein_coding
ENSG00000239265	2	True	CLRN1-AS1	CLRN1-AS1	lncRNA	lncRNA
ENSG00000105173	2	True	Cyclin E	CCNE1	protein_coding	protein_coding
ENSG00000221333	2	True	miR-548k	MIR548K	miRNA	miRNA
ENSG00000186960	2	True	LINC01551	LINC01551	lncRNA	lncRNA
ENSG00000211514	2	True	miR-454-3p	MIR454	miRNA	miRNA
ENSG00000112658	2	True	SRF	SRF	transcription_factor	transcription_factor
ENSG00000235026	2	True	DPP10-AS1	DPP10-AS1	lncRNA	lncRNA
ENSG00000108379	2	True	WNT3	WNT3	protein_coding	protein_coding
ENSG00000266265	2	True	KLF14	KLF14	transcription_factor	transcription_factor
ENSG00000207808	2	True	miR-27a	MIR27A	miRNA	miRNA
ENSG00000008294	2	True	SPAG9	SPAG9	protein_coding	protein_coding
ENSG00000199172	2	True	miR-331-3p	MIR331	miRNA	miRNA
ENSG00000138668	2	True	HNRNPD	HNRNPD	protein_coding	protein_coding
	2	True	lnc-SLC4A1-1		lncRNA	
ENSG00000172889	2	True	EGFL7	EGFL7	protein_coding	protein_coding
ENSG00000055917	2	True	PUM2	PUM2	protein_coding	protein_coding
	2	True	ET-1		protein_coding	
ENSG00000229637	2	True	HOXB13-AS1	PRAC2	lncRNA	protein_coding
ENSG00000225964	2	True	NRIR	NRIR	lncRNA	lncRNA
ENSG00000145386	2	True	CCNA2	CCNA2	protein_coding	protein_coding
	2	True	NR_023387		lncRNA	
ENSG00000187840	2	True	EIF4EBP1	EIF4EBP1	protein_coding	protein_coding
ENSG00000211137	2	True	miR-190a-3p	MIR190A	miRNA	miRNA
ENSG00000165795	2	True	NDRG2	NDRG2	protein_coding	protein_coding
ENSG00000111344	2	True	RASAL1	RASAL1	protein_coding	protein_coding
ENSG00000207616	2	True	miR-515-5p	MIR515-1	miRNA	miRNA
ENSG00000164690	2	True	SHH	SHH	protein_coding	protein_coding
ENSG00000115738	2	True	ID2	ID2	transcription_factor	transcription_factor
NCBI101927525	2	True	COL1A2-AS1	COL1A2-AS1	lncRNA	lncRNA
ENSG00000207597	2	True	miR-490-3p	MIR490	miRNA	miRNA
ENSG00000283824	2	True	miR-22	MIR22	miRNA	miRNA
ENSG00000148773	2	True	MKI67	MKI67	protein_coding	protein_coding
ENSG00000149503	2	True	INCENP	INCENP	protein_coding	protein_coding
ENSG00000284204	2	True	miR-19a	MIR19A	miRNA	miRNA
ENSG00000008256	2	True	CYTH3	CYTH3	protein_coding	protein_coding
ENSG00000235884	2	True	LINC00941	LINC00941	lncRNA	lncRNA
ENSG00000202569	2	True	MIR146B	MIR146B	miRNA	miRNA
ENSG00000284010	2	True	miR-675	MIR675	miRNA	miRNA
ENSG00000176692	2	True	FOXC2	FOXC2	transcription_factor	transcription_factor
ENSG00000137449	2	True	CPEB2	CPEB2	protein_coding	protein_coding
ENSG00000100219	2	True	XBP1	XBP1	transcription_factor	transcription_factor
ENSG00000151694	2	True	ADAM17	ADAM17	protein_coding	protein_coding
ENSG00000118515	2	True	SGK1	SGK1	protein_coding	protein_coding
ENSG00000203761	2	True	MSTO2P	MSTO2P	lncRNA	unprocessed_pseudogene
ENSG00000231473	2	True	RB1-DT	RB1-DT	lncRNA	lncRNA
ENSG00000208023	2	True	miR-185	MIR185	miRNA	miRNA
ENSG00000228526	2	True	Lnc34a	MIR34AHG	lncRNA	lncRNA
ENSG00000207730	2	True	miR-200b-3p	MIR200B	miRNA	miRNA
ENSG00000162892	2	True	IL24	IL24	protein_coding	protein_coding
ENSG00000138069	2	True	RAB1A	RAB1A	protein_coding	protein_coding
ENSG00000207752	2	True	miR-199a	MIR199A1	miRNA	miRNA
ENSG00000207864	2	True	miR-27b	MIR27B	miRNA	miRNA
ENSG00000140807	2	True	NKD1	NKD1	protein_coding	protein_coding
ENSG00000113328	2	True	CCNG1	CCNG1	protein_coding	protein_coding
ENSG00000102125	2	True	TAZ	TAFAZZIN	protein_coding	protein_coding
ENSG00000076382	2	True	SPAG5	SPAG5	protein_coding	protein_coding
ENSG00000076003	2	True	MCM6	MCM6	protein_coding	protein_coding
ENSG00000135341	2	True	MAP3K7	MAP3K7	protein_coding	protein_coding
ENSG00000278768	2	True	BACE1-AS	BACE1-AS	lncRNA	lncRNA
ENSG00000102974	2	True	CTCF	CTCF	transcription_factor	transcription_factor
	2	True	Lnc-BM		lncRNA	
ENSG00000223546	2	True	LINC00630	LINC00630	lncRNA	lncRNA
ENSG00000199043	2	True	miR-335-5p	MIR335	miRNA	miRNA
