gene_id	entrez_id	gene_name_lnctard	gene_type_lnctard	gene_name_gencode	gene_type_gencode	gene_name_homosapiens	gene_type_homosapiens
ENSG00000231776		RP1-90L14.1	lncRNA	LINC01611	lncRNA	LINC01611	lncRNA
		LncIHAT	lncRNA				
		MaTAR25	lncRNA				
ENSG00000267369		RP11-1094M14.8	lncRNA	TAF5LP1	processed_pseudogene	TAF5LP1	processed_pseudogene
ENSG00000232600	100287098	TONSL-AS1	lncRNA	TONSL-AS1	lncRNA	TONSL-AS1	lncRNA
ENSG00000235026	389023	DPP10-AS1	lncRNA	DPP10-AS1	lncRNA	DPP10-AS1	lncRNA
		MAARS	lncRNA				
		NONHSAT143692.2	lncRNA				
		LncRNA-OBFC2A	lncRNA				
		lncRNACNN3-206	lncRNA				
ENSG00000165819	56339	METTL3	lncRNA			METTL3	protein_coding
ENSG00000224271	284930	EPIC1	lncRNA	EPIC1	lncRNA	EPIC1	lncRNA
ENSG00000233086	102723932	LNCARSR	lncRNA	LNCARSR	lncRNA	LNCARSR	lncRNA
		ENST	lncRNA				
ENSG00000225855	284618	RUSC1-AS1	lncRNA	RUSC1-AS1	lncRNA	RUSC1-AS1	lncRNA
		SCAMP1-TV2	lncRNA				
		RP11-86H7.1	lncRNA				
ENSG00000227502	285758	MROCKI	lncRNA	MROCKI	lncRNA	MROCKI	lncRNA
ENSG00000131931	55145	THAP1	TF	THAP1	protein_coding	THAP1	protein_coding
		LINC00173.v1	lncRNA				
ENSG00000137270	8521	GCM1	lncRNA			GCM1	protein_coding
		AK002210	lncRNA				
ENSG00000221240	100302172	MIR1258	miRNA	MIR1258	miRNA	MIR1258	miRNA
ENSG00000235437	92249	LINC01278	lncRNA			LINC01278	lncRNA
ENSG00000236081	101927125	ELFN1-AS1	lncRNA	ELFN1-AS1	lncRNA	ELFN1-AS1	lncRNA
		miR-497	miRNA				
		AK094457	lncRNA				
	104564225	MHRT	lncRNA				
		miR-19b-3p	miRNA				
ENSG00000230937	642587	MIR205HG	lncRNA			MIR205HG	lncRNA
ENSG00000257227	503639	DUXAP10	lncRNA				
ENSG00000230660	414777	HCG18	lncRNA	HCG18	lncRNA		
ENSG00000254166	103021165	CASC19	lncRNA	CASC19	lncRNA	CASC19	lncRNA
		AK039862	lncRNA				
ENSG00000231814	100885798	LINC00210	lncRNA	LINC00210	lncRNA	LINC00210	lncRNA
		Lnc-ATG9B-4	lncRNA				
ENSG00000257621	379025	PSMA3-AS1	lncRNA	PSMA3-AS1	lncRNA	PSMA3-AS1	lncRNA
		SAP30-2:1	lncRNA				
ENSG00000179523	645212	EIF3J-DT	lncRNA	EIF3J-DT	lncRNA	EIF3J-DT	lncRNA
ENSG00000285244	108783646	DINOL	lncRNA	DINOL	lncRNA	DINOL	lncRNA
		LATS2-AS1-001	lncRNA				
		lncRNA-SARCC	lncRNA				
ENSG00000134107	8553	BHLHE40	TF	BHLHE40	protein_coding	BHLHE40	protein_coding
		miR-370-3p	miRNA				
ENSG00000196668	100287569	LINC00173	lncRNA	LINC00173	lncRNA	LINC00173	lncRNA
		lncRNA 00312	lncRNA				
		EBV-miR-BART6-3p	miRNA				
ENSG00000233006	553103	MIR3936HG	lncRNA	MIR3936HG	lncRNA	MIR3936HG	lncRNA
ENSG00000235280	100289410	MCF2L-AS1	lncRNA	MCF2L-AS1	lncRNA	MCF2L-AS1	lncRNA
ENSG00000229005	101927219	HNF4A-AS1	lncRNA	HNF4A-AS1	lncRNA	HNF4A-AS1	lncRNA
ENSG00000228799	101060385	LINC01939	lncRNA	LINC01939	lncRNA	LINC01939	lncRNA
ENSG00000263753	339290	LINC00667	lncRNA			LINC00667	lncRNA
ENSG00000255198	735301	SNHG9	lncRNA	SNHG9	lncRNA	SNHG9	lncRNA
		LncDACH1	lncRNA				
ENSG00000119772	1788	DNMT3A	protein_coding			DNMT3A	protein_coding
		Ahit	lncRNA				
		miR-138-5p	miRNA				
ENSG00000224843	100133205	LINC00240	lncRNA	LINC00240	lncRNA	LINC00240	lncRNA
ENSG00000234880	727699	LINC00163	lncRNA	LINC00163	lncRNA	LINC00163	lncRNA
ENSG00000227735	360158	CYCSP5	lncRNA	CYCSP5	processed_pseudogene	CYCSP5	processed_pseudogene
		HYOU1-AS	lncRNA				
ENSG00000230590	84434	THCYTX	lncRNA			FTX	lncRNA
ENSG00000234608	51275	MAPKAPK5-AS1	lncRNA	MAPKAPK5-AS1	lncRNA	MAPKAPK5-AS1	lncRNA
ENSG00000258169	283432	LINC00485	lncRNA	LINC00485	lncRNA	LINC00485	lncRNA
ENSG00000226686	101927667	LINC01535	lncRNA			LINC01535	lncRNA
ENSG00000271127		LL22NC03-N64E9.1	lncRNA	ENSG00000271127	transcribed_unprocessed_pseudogene		transcribed_unprocessed_pseudogene
		miR-103a	miRNA				
		MKLN1<U+2011>AS	lncRNA				
ENSG00000286027	105372808	PCSEAT	lncRNA	PCSEAT	lncRNA	PCSEAT	lncRNA
ENSG00000176826	360132	FKBP9P1	lncRNA			FKBP9P1	transcribed_unprocessed_pseudogene
ENSG00000181092	9370	ADIPOQ	lncRNA			ADIPOQ	protein_coding
		RBAT1	lncRNA				
ENSG00000245750	145837	DRAIC	lncRNA			DRAIC	lncRNA
ENSG00000249142	646616	LOC646616	lncRNA	TMEM183AP2	processed_pseudogene	TMEM183AP2	processed_pseudogene
ENSG00000248275	100507602	TRIM52-AS1	lncRNA	TRIM52-AS1	lncRNA	TRIM52-AS1	lncRNA
		TBX5-AS1:2	lncRNA				
ENSG00000147601	7013	TERF1	TF			TERF1	protein_coding
ENSG00000132604		TRF2	protein_coding			TERF2	protein_coding
		lncZBTB39	lncRNA				
		TCONS_00016233	lncRNA				
		AL049437	lncRNA				
		GPNCA	lncRNA				
		CISAL	lncRNA				
ENSG00000227543	100506436	SPAG5-AS1	lncRNA	SPAG5-AS1	lncRNA	SPAG5-AS1	lncRNA
ENSG00000162676	2672	GFI1	TF			GFI1	protein_coding
ENSG00000146666	84847	LINC00525	lncRNA	LINC00525	lncRNA	LINC00525	lncRNA
		IUR	lncRNA				
		FERRE	lncRNA				
ENSG00000250742	400043	LINC02381	lncRNA	LINC02381	lncRNA	LINC02381	lncRNA
ENSG00000101246	10139	ARFRP1	lncRNA			ARFRP1	protein_coding
ENSG00000238121	100188949	LINC00426	lncRNA	LINC00426	lncRNA	LINC00426	lncRNA
		lincNMR	lncRNA				
		AK131850	lncRNA				
ENSG00000112541	10846	PDE10A	protein_coding			PDE10A	protein_coding
		HSRL	lncRNA				
ENSG00000279873	100129726	LINC01126	lncRNA	LINC01126	lncRNA	LINC01126	lncRNA
ENSG00000231106	100996609	LINC01436	lncRNA	LINC01436	lncRNA	LINC01436	lncRNA
		SRC-1	protein_coding				
ENSG00000249065	359806	PCNAP1	lncRNA	PCNAP1	transcribed_processed_pseudogene	PCNAP1	transcribed_processed_pseudogene
ENSG00000267374	647946	MIR924HG	lncRNA	MIR924HG	lncRNA	MIR924HG	lncRNA
ENSG00000237928	100996570	NFIA-AS2	lncRNA	NFIA-AS2	lncRNA	NFIA-AS2	lncRNA
		SLEAR	lncRNA				
ENSG00000087460	2778	GNAS	protein_coding			GNAS	protein_coding
ENSG00000100181	387590	TPTEP1	lncRNA			TPTEP1	transcribed_unprocessed_pseudogene
		ORF50	protein_coding				
		RAPIA	lncRNA				
		LCTS5	lncRNA				
ENSG00000254389	78998	RHPN1-AS1	lncRNA	RHPN1-AS1	lncRNA	RHPN1-AS1	lncRNA
		TYKRIL	lncRNA				
ENSG00000225953	150538	SATB2-AS1	lncRNA	SATB2-AS1	lncRNA	SATB2-AS1	lncRNA
ENSG00000167081	5090	PBX3	TF			PBX3	protein_coding
ENSG00000247092	283596	SNHG10	lncRNA	SNHG10	lncRNA	SNHG10	lncRNA
		lncRNA-5657	lncRNA				
ENSG00000126767	2002	ELK1	TF			ELK1	protein_coding
ENSG00000145907	10146	G3BP1	protein_coding			G3BP1	protein_coding
ENSG00000235555	101290502	SUMO1P4	lncRNA	SUMO1P4	processed_pseudogene	SUMO1P4	processed_pseudogene
	474341	SUMO1P5	lncRNA				
ENSG00000142208	207	AKT1	protein_coding			AKT1	protein_coding
ENSG00000223482	728190	NUTM2A-AS1	lncRNA			NUTM2A-AS1	lncRNA
ENSG00000233101	404266	HOXB-AS3	lncRNA			HOXB-AS3	lncRNA
ENSG00000258667	105370526	HIF1A-AS3	lncRNA	HIF1A-AS3	lncRNA	HIF1A-AS3	lncRNA
		HIF1A-AS4	lncRNA				
ENSG00000260231	100134229	KDM7A-DT	lncRNA	KDM7A-DT	lncRNA	KDM7A-DT	lncRNA
		lncGALM	lncRNA				
ENSG00000237248	100499405	LINC00987	lncRNA	LINC00987	lncRNA	LINC00987	lncRNA
		TANAR	lncRNA				
		TCONS_00004099	lncRNA				
ENSG00000251022	100499177	THAP9-AS1	lncRNA	THAP9-AS1	lncRNA	THAP9-AS1	lncRNA
ENSG00000225684	100128385	FAM225B	lncRNA	FAM225B	lncRNA	FAM225B	lncRNA
ENSG00000234684	100507495	SDCBP2-AS1	lncRNA	SDCBP2-AS1	lncRNA	SDCBP2-AS1	lncRNA
ENSG00000203709	100128537	MIR29B2CHG	lncRNA			MIR29B2CHG	lncRNA
		BRE-AS1	lncRNA				
ENSG00000225978	768096	HAR1A	lncRNA	HAR1A	lncRNA	HAR1A	lncRNA
		HAR2A	lncRNA				
		W42	lncRNA				
		E2F	protein_coding				
		LAPAS1	lncRNA				
		Rg3	protein_coding				
ENSG00000117242	100861548	PINK1-AS	lncRNA	PINK1-AS	lncRNA	PINK1-AS	lncRNA
		AK097647	lncRNA				
ENSG00000102554	688	KLF5	TF			KLF5	protein_coding
ENSG00000053918	3784	KCNQ1	lncRNA			KCNQ1	protein_coding
ENSG00000248668	100874002	OXCT1-AS1	lncRNA	OXCT1-AS1	lncRNA	OXCT1-AS1	lncRNA
ENSG00000235531	100132891	MSC-AS1	lncRNA			MSC-AS1	lncRNA
ENSG00000066044	1994	ELAVL1	protein_coding			ELAVL1	protein_coding
		PINT87aa	lncRNA				
ENSG00000226419	100506392	SLC16A1-AS1	lncRNA	SLC16A1-AS1	lncRNA	SLC16A1-AS1	lncRNA
		MITA1	lncRNA				
		RP11-279C4.1	lncRNA				
ENSG00000234492	285456	RPL34-DT	lncRNA	RPL34-DT	lncRNA	RPL34-DT	lncRNA
ENSG00000141543	9775	EIF4A3	protein_coding			EIF4A3	protein_coding
		AND2-AS1	lncRNA				
ENSG00000115234	9784	SNX17	lncRNA			SNX17	protein_coding
ENSG00000223477	643650	LINC00842	lncRNA				
		LOC146880	lncRNA				
ENSG00000172071	9451	EIF2AK3	protein_coding			EIF2AK3	protein_coding
		TCONS_00034812	lncRNA				
		AK136714	lncRNA				
ENSG00000229380	101927000	PRKAR1B-AS2	lncRNA	PRKAR1B-AS2	lncRNA	PRKAR1B-AS2	lncRNA
		KIMAT1	lncRNA				
ENSG00000182648	100506380	LINC01006	lncRNA			RNF32-DT	lncRNA
		lncRNA-PAICC	lncRNA				
ENSG00000241990	150381	PRR34-AS1	lncRNA	PRR34-AS1	lncRNA	PRR34-AS1	lncRNA
ENSG00000007968	1870	E2F2	TF	E2F2	protein_coding	E2F2	protein_coding
		HOXBLINC	lncRNA				
		AFAP1-AS2	lncRNA				
ENSG00000249628	100292680	LINC00942	lncRNA	LINC00942	lncRNA	LINC00942	lncRNA
ENSG00000255474	101929549	GAU1	lncRNA	GAU1	lncRNA	GAU1	lncRNA
		GLCC1	lncRNA				
ENSG00000225768	101927523	LINC02620	lncRNA	LINC02620	lncRNA	LINC02620	lncRNA
ENSG00000233725	121838	NRAD1	lncRNA	NRAD1	lncRNA	NRAD1	lncRNA
ENSG00000267013	101927229	LINC01929	lncRNA	LINC01929	lncRNA	LINC01929	lncRNA
		Lnc-HZ08	lncRNA				
ENSG00000258441	283624	LINC00641	lncRNA	LINC00641	lncRNA	LINC00641	lncRNA
ENSG00000231185		AC005592.2	lncRNA	SPRY4-AS1	lncRNA	SPRY4-AS1	lncRNA
ENSG00000163660	57018	CCNL1	lncRNA			CCNL1	protein_coding
ENSG00000233515	101929397	LINC01518	lncRNA	LINC01518	lncRNA	LINC01518	lncRNA
ENSG00000122641	3624	INHBA	lncRNA			INHBA	protein_coding
ENSG00000204588	440894	LINC01123	lncRNA	LINC01123	lncRNA	LINC01123	lncRNA
ENSG00000107175	10488	CREB3	TF			CREB3	protein_coding
ENSG00000228705	100652730	LINC00659	lncRNA	LINC00659	lncRNA	LINC00659	lncRNA
ENSG00000247809	644192	NR2F2-AS1	lncRNA			NR2F2-AS1	lncRNA
ENSG00000177337	649446	DLGAP1-AS1	lncRNA			DLGAP1-AS1	lncRNA
ENSG00000245060	729678	LINC00847	lncRNA	LINC00847	lncRNA	LINC00847	lncRNA
ENSG00000233280	131544	CRYBG3	lncRNA				
		lnc005620	lncRNA				
		ELNAT1	lncRNA				
ENSG00000091986	151887	CCDC80	lncRNA			CCDC80	protein_coding
		NR026833.1	lncRNA				
		LOC100129620	lncRNA				
		lncRSPH9-4	lncRNA				
ENSG00000257151	100506965	PWAR6	lncRNA				
ENSG00000263812	284276	LINC00908	lncRNA				
		lnc-LYZ-2	lncRNA				
		PD-L1-lnc	lncRNA				
ENSG00000250548	101927780	LINC01303	lncRNA	LINC01303	lncRNA	LINC01303	lncRNA
		DQ786243	lncRNA				
ENSG00000237512	728978	UNC5B-AS1	lncRNA	UNC5B-AS1	lncRNA	UNC5B-AS1	lncRNA
ENSG00000196628	6925	TCF4	TF			TCF4	protein_coding
		ERLR	lncRNA				
		LNC-HZ01	lncRNA				
ENSG00000059728	4084	MXD1	TF			MXD1	protein_coding
ENSG00000197503	144360	LINC00477	lncRNA	LINC00477	lncRNA	LINC00477	lncRNA
ENSG00000227533	440584	SLC2A1-DT	lncRNA	SLC2A1-DT	lncRNA	SLC2A1-DT	lncRNA
ENSG00000137203	7020	TFAP2A	TF			TFAP2A	protein_coding
		RAMS11	lncRNA				
ENSG00000180769	404201	WDFY3-AS2	lncRNA			WDFY3-AS2	lncRNA
ENSG00000229415	253970	SFTA3	lncRNA			SFTA3	lncRNA
ENSG00000226200	104355295	SGMS1-AS1	lncRNA	SGMS1-AS1	lncRNA	SGMS1-AS1	lncRNA
		PFI	lncRNA				
ENSG00000213071	80350	LPAL2	lncRNA			LPAL2	transcribed_unprocessed_pseudogene
ENSG00000187156	338005	LINC00221	lncRNA				
ENSG00000272610	151877	MAGI1-IT1	lncRNA	MAGI1-IT1	lncRNA	MAGI1-IT1	lncRNA
		VESTAR	lncRNA				
ENSG00000162231	10482	NXF1	protein_coding			NXF1	protein_coding
ENSG00000112081	6428	SRSF3	protein_coding			SRSF3	protein_coding
ENSG00000227706		RP11-301G19.1	lncRNA	ENSG00000227706	lncRNA		lncRNA
ENSG00000049618	57492	ARID1B	TF			ARID1B	protein_coding
ENSG00000113387	10923	SUB1	TF			SUB1	protein_coding
ENSG00000249545	113523641	MCTP1-AS1	lncRNA	MCTP1-AS1	lncRNA	MCTP1-AS1	lncRNA
ENSG00000271614	338758	ATP2B1-AS1	lncRNA	ATP2B1-AS1	lncRNA	ATP2B1-AS1	lncRNA
		TCONS_00023297	lncRNA				
ENSG00000250358	102467214	LINC02200	lncRNA	LINC02200	lncRNA	LINC02200	lncRNA
		ENST00000437781.1	lncRNA				
		miR-135a	miRNA				
ENSG00000145388	57721	METTL14	protein_coding			METTL14	protein_coding
ENSG00000246430	100507632	LINC00968	lncRNA	LINC00968	lncRNA	LINC00968	lncRNA
ENSG00000272468		RP1-86C11.7	lncRNA	ENSG00000272468	lncRNA		lncRNA
ENSG00000230002	100874291	ALMS1-IT1	lncRNA	ALMS1-IT1	lncRNA	ALMS1-IT1	lncRNA
		TG2-lncRNA	lncRNA				
ENSG00000270641	9383	TSIX	lncRNA	TSIX	lncRNA	TSIX	lncRNA
		LOC100505817	lncRNA				
ENSG00000258655	84837	ARHGAP5-AS1	lncRNA	ARHGAP5-AS1	lncRNA	ARHGAP5-AS1	lncRNA
		LOC550643	lncRNA				
ENSG00000101057	4605	MYBL2	TF			MYBL2	protein_coding
ENSG00000231177	84657	LINC00852	lncRNA	LINC00852	lncRNA	LINC00852	lncRNA
		MROS-1	lncRNA				
		Lnc-STYK1-2	lncRNA				
ENSG00000073792	10644	IGF2BP2	protein_coding			IGF2BP2	protein_coding
ENSG00000271359		RP11-84C13.1	lncRNA				
		AL355711	lncRNA				
		NONHSAT009986	lncRNA				
ENSG00000243144		RP11-115N4.1	lncRNA	LINC02932	lncRNA	LINC02932	lncRNA
		GSTM3TV2	lncRNA				
ENSG00000171720	8841	HDAC3	protein_coding			HDAC3	protein_coding
		AU021063	lncRNA				
ENSG00000136244	3569	IL6	protein_coding			IL6	protein_coding
		NONHSAT069381	lncRNA				
		NONHSAT140844	lncRNA				
		HHIP<U+2011>AS1	lncRNA				
ENSG00000249082	101927953	EPIST	lncRNA	EPIST	lncRNA	EPIST	lncRNA
ENSG00000251604	106144542	LINC01385	lncRNA	LINC01385	lncRNA	LINC01385	lncRNA
		NR_002794	lncRNA				
		lncBCAS1-4_1	lncRNA				
		LNC000093	lncRNA				
		Linc8087	lncRNA				
		IFN��	protein_coding				
		IFN��	TF				
ENSG00000165819	56339	METTL3	protein_coding			METTL3	protein_coding
		THAP7-AS2	lncRNA				
		AC012213.3	lncRNA				
ENSG00000096717	23411	SIRT1	lncRNA			SIRT1	protein_coding
		SNX20AR	lncRNA				
ENSG00000271818		7SK	lncRNA	RN7SKP4	misc_RNA	RN7SKP4	misc_RNA
ENSG00000228203	386597	GRASLND	lncRNA	GRASLND	lncRNA	GRASLND	lncRNA
ENSG00000226711	440078	FAM66C	lncRNA	FAM66C	lncRNA	FAM66C	lncRNA
		SCDAL	lncRNA				
ENSG00000247993	106144539	FOXD1-AS1	lncRNA	FOXD1-AS1	lncRNA	FOXD1-AS1	lncRNA
		LncHrt	lncRNA				
ENSG00000255622	54661	PCDHB17P	lncRNA	PCDHB17P	transcribed_unprocessed_pseudogene	PCDHB17P	transcribed_unprocessed_pseudogene
ENSG00000109320	4790	NFKB1	TF			NFKB1	protein_coding
ENSG00000234997		AC016745.3	lncRNA	LINC02966	lncRNA	LINC02966	lncRNA
ENSG00000236882	202299	LINC01554	lncRNA	LINC01554	lncRNA	LINC01554	lncRNA
ENSG00000189223	654433	PAX8-AS1	lncRNA			PAX8-AS1	lncRNA
ENSG00000116478	3065	HDAC1	protein_coding			HDAC1	protein_coding
ENSG00000229950	100130275	TFAP2A-AS1	lncRNA	TFAP2A-AS1	lncRNA	TFAP2A-AS1	lncRNA
ENSG00000260838		RP11-531A24.3	lncRNA	ENSG00000260838	lncRNA		lncRNA
		NONRATG019935.2	lncRNA				
ENSG00000205339	10527	IPO7	protein_coding			IPO7	protein_coding
ENSG00000263400	101101775	TMEM220-AS1	lncRNA	TMEM220-AS1	lncRNA	TMEM220-AS1	lncRNA
ENSG00000271216	103689845	LINC01050	lncRNA	LINC01050	lncRNA	LINC01050	lncRNA
		PPM1A-AS	lncRNA				
		AY927529	lncRNA				
ENSG00000251442	100505702	LINC01094	lncRNA	LINC01094	lncRNA	LINC01094	lncRNA
ENSG00000174680	642976	GRIK1-AS1	lncRNA			GRIK1-AS1	lncRNA
		XLOC_006753	lncRNA				
ENSG00000140009	2100	ESR2	TF			ESR2	protein_coding
		DUXAP9-206	lncRNA				
ENSG00000249436	100996645	LNCBRM	lncRNA	LNCBRM	lncRNA	LNCBRM	lncRNA
ENSG00000234678	102723465	ELF3-AS1	lncRNA	ELF3-AS1	lncRNA	ELF3-AS1	lncRNA
ENSG00000224614	100128262	TNK2-AS1	lncRNA	TNK2-AS1	lncRNA	TNK2-AS1	lncRNA
		XLOC_006390	lncRNA				
ENSG00000249641	100874366	HOXC13-AS	lncRNA	HOXC13-AS	lncRNA	HOXC13-AS	lncRNA
		LncHOXA10	lncRNA				
		CamK-A	lncRNA				
ENSG00000264569	113523640	DCXR-DT	lncRNA	DCXR-DT	lncRNA	DCXR-DT	lncRNA
		TCONS_00023979	lncRNA				
		CCHE1	lncRNA				
		LncHDAC2	lncRNA				
		LINC-01572:28	lncRNA				
		BORG	lncRNA				
	80215	RUNX1-IT1	lncRNA				
ENSG00000137265	3662	IRF4	TF			IRF4	protein_coding
ENSG00000118260	1385	CREB1	TF			CREB1	protein_coding
ENSG00000170345	2353	FOS	TF			FOS	protein_coding
		P5848	lncRNA				
		lncRNA�CCDC6	lncRNA				
ENSG00000203809	100113403	LIN28B-AS1	lncRNA	LIN28B-AS1	lncRNA	LIN28B-AS1	lncRNA
ENSG00000272808	105369201	GCAWKR	lncRNA	GCAWKR	lncRNA	GCAWKR	lncRNA
		lnc-MMP2-2	lncRNA				
		TCONS_00024652	lncRNA				
ENSG00000006210	7956	NTT	lncRNA	CX3CL1	protein_coding	CX3CL1	protein_coding
		PNCTR	lncRNA				
		lnc-RAB1A-2	lncRNA				
		lncRNA2448-11	lncRNA				
		lncRNA1403	lncRNA				
ENSG00000234665	403323	LERFS	lncRNA	LERFS	lncRNA	LERFS	lncRNA
		ENSG00000231881	lncRNA				
		NEAT1_2	lncRNA				
		NONHSAT105177	lncRNA				
ENSG00000105976	4233	MET	protein_coding			MET	protein_coding
ENSG00000231210	100996266	COMETT	lncRNA	COMETT	lncRNA	COMETT	lncRNA
ENSG00000205488	100132159	CALML3-AS1	lncRNA	CALML3-AS1	lncRNA	CALML3-AS1	lncRNA
		LINC000607	lncRNA				
ENSG00000258616	105370479	LINC02303	lncRNA	LINC02303	lncRNA	LINC02303	lncRNA
ENSG00000118985	22936	ELL2	lncRNA			ELL2	protein_coding
ENSG00000245479	101929765	LINC01585	lncRNA	LINC01585	lncRNA	LINC01585	lncRNA
ENSG00000182057	388906	OGFRP1	lncRNA	OGFRP1	lncRNA	OGFRP1	lncRNA
ENSG00000224722	101867536	PRNCR1	lncRNA	ENSG00000224722	processed_pseudogene		processed_pseudogene
ENSG00000281335	284889	MIF-AS1	lncRNA	MIF-AS1	lncRNA		
ENSG00000235927	374987	NEXN-AS1	lncRNA	NEXN-AS1	lncRNA	NEXN-AS1	lncRNA
ENSG00000257913	105369758	DDN-AS1	lncRNA	DDN-AS1	lncRNA	DDN-AS1	lncRNA
		CRCMSL	lncRNA				
ENSG00000262152	283875	GREP1	lncRNA	GREP1	protein_coding	GREP1	protein_coding
		AZIN2-sv	lncRNA				
ENSG00000171421	64979	MRPL36	protein_coding			MRPL36	protein_coding
ENSG00000184809	114041	B3GALT5-AS1	lncRNA			B3GALT5-AS1	lncRNA
ENSG00000224924	387486	LINC00320	lncRNA	LINC00320	lncRNA	LINC00320	lncRNA
ENSG00000153107		APC1	lncRNA			ANAPC1	protein_coding
ENSG00000237396	101929685	LNCNEF	lncRNA	LNCNEF	lncRNA	LNCNEF	lncRNA
		lnc-TSI	lncRNA				
	105374325	LOC105374325	lncRNA				
ENSG00000106305		P38	protein_coding			AIMP2	protein_coding
ENSG00000280924	127841	LINC00628	lncRNA	LINC00628	lncRNA	LINC00628	lncRNA
		lncRNA-135528	lncRNA				
		lncRNA-IFI6	lncRNA				
ENSG00000169429	3576	CXCL8	protein_coding			CXCL8	protein_coding
		AK006025	lncRNA				
ENSG00000154719	54148	MRPL39	lncRNA			MRPL39	protein_coding
ENSG00000253549	100996348	CA3-AS1	lncRNA	CA3-AS1	lncRNA	CA3-AS1	lncRNA
ENSG00000228412	100506885	LNC-LBCS	lncRNA	LNC-LBCS	lncRNA	LNC-LBCS	lncRNA
		ARSR	lncRNA				
ENSG00000253771	646405	TPTE2P1	lncRNA	TPTE2P1	transcribed_unprocessed_pseudogene	TPTE2P1	transcribed_unprocessed_pseudogene
		CARL	lncRNA				
		MDRL	lncRNA				
		APF	lncRNA				
ENSG00000186416	55922	NKRF	lncRNA			NKRF	protein_coding
		Ang262	lncRNA				
ENSG00000119508	8013	NR4A3	TF			NR4A3	protein_coding
		Giver	lncRNA				
ENSG00000266154	100616439	MIR4658	miRNA				
ENSG00000162702	23528	ZNF281	lncRNA	ZNF281	protein_coding	ZNF281	protein_coding
		NLIPMT	lncRNA				
ENSG00000206320	177	AGER	lncRNA				
		HATAIR	lncRNA				
		HOXO-AS1	lncRNA				
		XLOC-00846	lncRNA				
ENSG00000227028	100128590	SLC8A1-AS1	lncRNA	SLC8A1-AS1	lncRNA	SLC8A1-AS1	lncRNA
ENSG00000198265		DRHC	lncRNA			HELZ	protein_coding
		lnc-ATB	lncRNA				
ENSG00000130513	9518	GDF15	protein_coding	GDF15	protein_coding	GDF15	protein_coding
		NPCCAT1	lncRNA				
ENSG00000256007	100874075	ARAP1-AS1	lncRNA	ARAP1-AS1	lncRNA	ARAP1-AS1	lncRNA
ENSG00000272695	100506394	GAS6-DT	lncRNA	GAS6-DT	lncRNA	GAS6-DT	lncRNA
		Gm15290	lncRNA				
		CCAL	lncRNA				
ENSG00000268895	503538	A1BG-AS1	lncRNA	A1BG-AS1	lncRNA	A1BG-AS1	lncRNA
	440993	MIR570HG	lncRNA				
ENSG00000263214	81854	ZNF205-AS1	lncRNA				
ENSG00000135625	1961	EGR4	TF	EGR4	protein_coding	EGR4	protein_coding
		lncATB	lncRNA				
ENSG00000228775	285962	WEE2-AS1	lncRNA	WEE2-AS1	lncRNA	WEE2-AS1	lncRNA
ENSG00000006074	6362	CCL18	protein_coding				
		lncRNA-6195	lncRNA				
		miR-124	miRNA				
		NDRG1-ot1	lncRNA				
		LOC134466	lncRNA				
ENSG00000236719	148756	OVAAL	lncRNA	OVAAL	lncRNA	OVAAL	lncRNA
		Lnc-SNHG1	lncRNA				
ENSG00000270066	677766	SCARNA2	lncRNA	ENSG00000270066	lncRNA		lncRNA
ENSG00000236453		AC003092.1	lncRNA	ENSG00000236453	lncRNA		lncRNA
ENSG00000173039	5970	RELA	TF			RELA	protein_coding
ENSG00000204187	414260	LINC00619	lncRNA				
ENSG00000223784	108570035	LINP1	lncRNA	LINP1	lncRNA	LINP1	lncRNA
		PENG	lncRNA				
ENSG00000224074	152024	LINC00691	lncRNA	LINC00691	lncRNA	LINC00691	lncRNA
ENSG00000102743	10166	SLC25A15	lncRNA			SLC25A15	protein_coding
ENSG00000253738	100506365	OTUD6B-AS1	lncRNA	OTUD6B-AS1	lncRNA	OTUD6B-AS1	lncRNA
ENSG00000223806	400866	LINC00114	lncRNA	LINC00114	lncRNA	LINC00114	lncRNA
		CTC	lncRNA				
ENSG00000238078	101929730	LINC01352	lncRNA	LINC01352	lncRNA	LINC01352	lncRNA
		miR-509-3-5p	miRNA				
		miR-141-3p	miRNA				
		PLACT1	lncRNA				
ENSG00000270084	100506046	GAS5-AS1	lncRNA	GAS5-AS1	lncRNA	GAS5-AS1	lncRNA
ENSG00000230978	54064	LINC00160	lncRNA	LINC00160	lncRNA	LINC00160	lncRNA
		miR-383-5p	miRNA				
ENSG00000186301	11209	MST1P2	lncRNA	MST1P2	unprocessed_pseudogene	MST1P2	unprocessed_pseudogene
ENSG00000078747	83737	ITCH	protein_coding			ITCH	protein_coding
ENSG00000224079		AC091729.7	lncRNA	ENSG00000224079	lncRNA		lncRNA
		AGER-1	lncRNA				
ENSG00000070756	26986	PABPC1	protein_coding			PABPC1	protein_coding
ENSG00000237638	400958	LINC02245	lncRNA	LINC02245	lncRNA	LINC02245	lncRNA
ENSG00000236017	80161	ASMTL-AS1	lncRNA	ASMTL-AS1	lncRNA	ASMTL-AS1	lncRNA
		BAN	lncRNA				
ENSG00000197905	7004	TEAD4	TF			TEAD4	protein_coding
		NCK-AS1	lncRNA				
ENSG00000157601	4599	MX1	lncRNA			MX1	protein_coding
		lnc-BMP1-1	lncRNA				
